DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia ID,Drugs.com Link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB00120,L-Phenylalanine,63-91-2,SmallMoleculeDrug,C00079,D00021,6140,46505708,17295,PA450931,PHE,,,,942; 10223; 750,,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lph_0201.shtml,L-Phenylalanine,,,5910,18073,DAP000807
DB00121,Biotin,58-85-5,SmallMoleculeDrug,C00120,D00029,171548,46508694,15956,PA448625,BTN,,,,4962,,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/bio_0035.shtml,Biotin,http://www.drugs.com/cons/biotin.html,,149962,12,
DB00122,Choline,62-49-7,SmallMoleculeDrug,C00114,,305,46508132,15354,PA448976,CHT,,,,4955; 4956; 4947,,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/cho_0283.shtml,Choline,,,299,50026220,
DB00123,L-Lysine,56-87-1,SmallMoleculeDrug,C00047,D02304,,,18019,PA450280,LYS,,,,9806; 8700; 193; 2396,,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lly_0166.shtml,L-Lysine,,,5747,217367,
DB00125,L-Arginine,74-79-3,SmallMoleculeDrug,C00062,D02982,,,16467,PA448478,ARG,,,,938; 13800; 10242,,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lar_0024.shtml,Arginine,http://www.drugs.com/npc/l-arginine.html,,6082,21959,
DB00126,Vitamin C,50-81-7,SmallMoleculeDrug,C00072,D00018,54670067,46505070,29073,PA451898,ASC,,,,646; 4937,http://www.rxlist.com/cgi/generic3/vitamc.htm,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0264.shtml,Vitamin_C,http://www.drugs.com/cdi/ascorbic-acid.html,,10189562,50090256,DNC000259
DB00127,Spermine,71-44-3,SmallMoleculeDrug,C00750,,1103,46507215,15746,PA164781199,SPM,,,,"",,,Spermine,,,1072,79403,
DB00128,L-Aspartic Acid,56-84-8,SmallMoleculeDrug,C00049,D00013,5960,46507997,17053,PA448494,ASP,,,,9397,,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/las_0028.shtml,L-Aspartic_Acid,,,5745,18125,
DB00129,Ornithine,70-26-8,SmallMoleculeDrug,C00077,,6262,46505239,15729,PA164783814,ORN,,,,1820; 11709,,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lor_0190.shtml,Ornithine,,,6026,,
DB00130,L-Glutamine,56-85-9,SmallMoleculeDrug,C00064,D00015,5961,46505866,58359,PA10090,GLN,,,,"",,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lgl_0125.shtml,Glutamine,,,5746,18121,
DB00131,Adenosine monophosphate,61-19-8,SmallMoleculeDrug,C00020,D02769,6083,46507628,16027,PA164744376,A,,,,"",,,Adenosine_monophosphate,,,5858,18137,DAP001319
DB00132,Alpha-Linolenic Acid,463-40-1,SmallMoleculeDrug,C06427,,5280934,46507620,27432,PA449384,LNL,,,,"",,,Alpha-linolenic_acid,,,4444437,50240347,
DB00133,L-Serine,56-45-1,SmallMoleculeDrug,C00065,D00016,5951,46506450,33384,PA451330,SER,,,,9927,,,Serine,,,5736,50357212,
DB00134,L-Methionine,63-68-3,SmallMoleculeDrug,C00073,D04983,6137,46505750,57844,PA450423,MET,,,,3180; 7217,,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lme_0173.shtml,,,,5907,50142500,
DB00135,L-Tyrosine,60-18-4,SmallMoleculeDrug,C00082,D00022,6057,46507885,58315,PA451822,TYR,,,,897; 9750,,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lty_0256.shtml,Tyrosine,,,5833,18129,DAP000808
DB00136,Calcitriol,32222-06-3,SmallMoleculeDrug,C01673,D00129,5280453,46508162,17823,PA448717,VDX,,,,4893,http://www.rxlist.com/cgi/generic2/calcitri.htm,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0265.shtml,Calcitriol,http://www.drugs.com/cdi/calcitriol.html,,4444108,50200182,DAP000289
DB00138,Cystine,56-89-3,SmallMoleculeDrug,C00491,D03636,,,16283,PA449176,,,,,"",,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/lcy_0088.shtml,,,,60997,,
DB00139,Succinic acid,110-15-6,SmallMoleculeDrug,C00042,,1110,46505859,15741,PA164747739,SIN,,,,"",,,Succinate,,,1078,26121,DAP000545
DB00140,Riboflavin,83-88-5,SmallMoleculeDrug,C00255,D00050,493570,46507342,17015,PA451242,RBF,,,,11171; 5021; 5015,,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/rib_0263.shtml,Riboflavin,http://www.drugs.com/mtm/riboflavin.html,,431981,50362895,
DB00141,N-Acetylglucosamine,7512-17-6,SmallMoleculeDrug,C00140,,1738118,46509139,17411,PA164752287,NAG,,,,"",,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/glu_0122.shtml,,,,1376695,50223349,DAP000872
DB00142,Glutamic Acid,56-86-0,SmallMoleculeDrug,C00025,D00007,33032,46505816,16015,PA449776,GGL,,,,8872; 14451,,,L-Glutamic_Acid,,,30572,17657,DAP000015
DB00143,Glutathione,70-18-8,SmallMoleculeDrug,C02471,D00014,124886,46504598,16856,PA449780,GSH,,,,1951,,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/glu_0126.shtml,Glutathione,,,111188,50422268,
DB00144,Phosphatidyl serine,1446756-47-3,SmallMoleculeDrug,,,6323481,46505650,18303,PA164768860,PSF,,,,"",,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/pho_0202.shtml,Phosphatidylserine,,,13628254,,
DB00145,Glycine,56-40-6,SmallMoleculeDrug,C00037,D00011,750,46508219,15428,PA449789,GLY,,,,8865,,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/gly_0127.shtml,Glycine,,,730,18133,DAP000288
DB00146,Calcidiol,19356-17-3,SmallMoleculeDrug,C01561,,5283731,46505690,17933,PA164745614,VDY,,,,"",,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0265.shtml,Calcidiol,,,4446820,,DAP000290
DB00147,Pyridoxal,66-72-8,SmallMoleculeDrug,C00250,,1050,46506282,17310,PA164749166,PXL,,,,"",,,Pyridoxal,,,1021,50366979,
DB00149,L-Leucine,61-90-5,SmallMoleculeDrug,C00123,D00030,6106,46507163,57427,PA450197,LEU,,,,943; 10239; 751,,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/bra_0042.shtml,Leucine,,,5880,50219348,
DB00150,L-Tryptophan,73-22-3,SmallMoleculeDrug,C00078,D00020,6305,46508329,16828,PA10323,TRP,,,,10238,,,Tryptophan,,,6066,21974,DAP001316
DB00151,L-Cysteine,52-90-4,SmallMoleculeDrug,C00097,D00026,,,17561,PA449173,CYS,,,,10041; 5416,,,L-Cysteine,,,5653,50109609,
DB00152,Thiamine,59-43-8,SmallMoleculeDrug,C00378,,1130,46507321,18385,PA451652,VIB,,,,5040; 11170; 5038,,,Thiamine,http://www.drugs.com/cdi/thiamine.html,,1098,50373877,DAP000870
DB00153,Ergocalciferol,50-14-6,SmallMoleculeDrug,C05441,D00187,5280793,46505053,28934,PA449484,D2V,,,,4924; 703,http://www.rxlist.com/cgi/generic/ergocalciferol.htm,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0265.shtml,Ergocalciferol,http://www.drugs.com/cdi/ergocalciferol.html,,4444351,,DAP000291
DB00154,Dihomo-gamma-linolenic acid,1783-84-2,SmallMoleculeDrug,C03242,,5280581,46508866,53486,PA164743249,LAX,,,,"",,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/gam_0120.shtml,,,,4444199,50269534,DAP000806
DB00155,L-Citrulline,372-75-8,SmallMoleculeDrug,C00327,,9750,46506583,16349,PA164747225,CIR,,,,"",,,,,,9367,92903,
DB00156,L-Threonine,72-19-5,SmallMoleculeDrug,C00188,D00041,,,16857,PA451673,THR,,,,941; 2385; 10243,,,L-Threonine,,,6051,,
DB00158,Folic Acid,59-30-3,SmallMoleculeDrug,C00504,D00070,6037,46508092,27470,PA449692,FOL,,,,4991,,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/fol_0110.shtml,Folic_Acid,http://www.drugs.com/folic_acid.html,,5815,50367343,DAP001309
DB00159,Icosapent,10417-94-4,SmallMoleculeDrug,C06428,D08061,446284,46506267,28364,PA164746077,EPA,,,,1798,http://www.rxlist.com/epa_eicosapentaenoic_acid/supplements.htm,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/eic_0104.shtml,Eicosapentaenoic_acid,http://www.drugs.com/mtm/epa-fish-oil.html,,393682,50242349,DAP000969
DB00160,L-Alanine,56-41-7,SmallMoleculeDrug,C00041,D00012,,,16977,PA448055,ALA,,,,2959; 2963,,,,,,5735,50000099,DAP000805
DB00161,L-Valine,72-18-4,SmallMoleculeDrug,C00183,D00039,,,16414,PA451843,VAL,,,,939; 9928,,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/bra_0042.shtml,,,,6050,,
DB00162,Vitamin A,68-26-8,SmallMoleculeDrug,C17276,D00069,445354,46508191,17336,PA451884,RTL,,,,704; 5059; 230,http://www.rxlist.com/cgi/generic2/aquasola.htm,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0260.shtml,Vitamin_A,http://www.drugs.com/mtm/vitamin-a.html,,393012,50092056,DNC001498
DB00163,Vitamin E,59-02-9,SmallMoleculeDrug,C02477,,14985,46506524,18145,PA451900,VIV,,,,701; 4931,,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0266.shtml,Vitamin_E,http://www.drugs.com/vitamin_e.html,,14265,,
DB00165,Pyridoxine,65-23-6,SmallMoleculeDrug,C00314,,1054,46508560,16709,PA451897,UEG,,,,5008; 11169,,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0215.shtml,Pyridoxine,http://www.drugs.com/cdi/pyridoxine-vitamin-b6-extended-release-tablets.html,,1025,50103505,DAP000869
DB00166,Lipoic Acid,1200-22-2,SmallMoleculeDrug,C16241,D00086,,,16494,PA164776929,LPA,,,,"",,,Lipoic_Acid,,,5886,50106731,
DB00167,L-Isoleucine,73-32-5,SmallMoleculeDrug,C00407,D00065,6306,46506864,58045,PA164750430,ILE,,,,944; 9929,,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/bra_0042.shtml,,,,6067,18140,
DB00168,Aspartame,22839-47-0,SmallMoleculeDrug,C11045,D02381,134601,46507278,2877,PA448493,PME,,,,"",,,Aspartame,,,118630,,
DB00169,Cholecalciferol,67-97-0,SmallMoleculeDrug,C05443,D00188,,,28940,PA164748138,VD3,,,,4922; 703,,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0265.shtml,Cholecalciferol,http://www.drugs.com/mtm/cholecalciferol.html,,4444353,,DAP001273
DB00170,Menadione,58-27-5,SmallMoleculeDrug,C05377,D02335,4055,46505447,28869,PA450358,VK3,,,,4913,,http://www.pdrhealth.com/drug_info/nmdrugprofiles/nutsupdrugs/vit_0267.shtml,Menadione,,,3915,24778,DNC001501
DB00172,L-Proline,147-85-3,SmallMoleculeDrug,C00148,D00035,145742,46506858,17203,PA451125,PRO,,,,935; 9396,,,L-Proline,,,128566,50000100,DAP000198
DB00173,Adenine,73-24-5,SmallMoleculeDrug,C00147,D00034,190,46507319,16708,PA448048,ADE,,,,5028,,,Adenine,,,185,181146,DAP000982
DB00174,L-Asparagine,70-47-3,SmallMoleculeDrug,C00152,,6267,46507804,58048,PA164776968,ASN,,,,"",,,,,,6031,,
DB00175,Pravastatin,81093-37-0,SmallMoleculeDrug,C01844,D00893,54687,46504851,63618,PA451089,,,,,1201,http://www.rxlist.com/cgi/generic/pravast.htm,,Pravastatin,http://www.drugs.com/cdi/pravastatin.html,,49398,20688,DAP000550
DB00176,Fluvoxamine,54739-18-3,SmallMoleculeDrug,C07571,,3404,46507588,5138,PA449690,FVX,,,,1212,http://www.rxlist.com/cgi/generic/fluvox.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/flu1660.shtml,Fluvoxamine,http://www.drugs.com/cdi/fluvoxamine.html,,4481878,50028091,DNC000897
DB00177,Valsartan,137862-53-4,SmallMoleculeDrug,,D00400,60846,46509000,9927,PA451848,,,,,11702,http://www.rxlist.com/cgi/generic/valsartan.htm,,Valsartan,http://www.drugs.com/cdi/valsartan.html,,54833,50049186,DAP000363
DB00178,Ramipril,87333-19-5,SmallMoleculeDrug,,D00421,5362129,46506390,8774,PA451223,,,,,932,http://www.rxlist.com/cgi/generic/ramipril.htm,http://www.pdrhealth.com/drugs/rx/rx-mono.aspx?contentFileName=alt1014.html&contentName=Altace&contentId=44,Ramipril,http://www.drugs.com/ramipril.html,,4514937,50084681,DAP000581
DB00179,Masoprocol,27686-84-6,SmallMoleculeDrug,C10719,D04862,71398,46508042,73468,PA164746493,,,,,"",,,Masoprocol,,,64490,22372,DNC001037
DB00180,Flunisolide,3385-03-3,SmallMoleculeDrug,C07005,,82153,46507894,5106,PA449661,,,,,2133,http://www.rxlist.com/cgi/generic/flunisolide.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/aer1009.shtml,Flunisolide,http://www.drugs.com/cdi/flunisolide-spray.html,,74144,,DAP001046
DB00181,Baclofen,1134-47-0,SmallMoleculeDrug,,D00241,2284,46508181,2972,PA448533,,,,,2104,http://www.rxlist.com/cgi/generic/baclofen.htm,,Baclofen,http://www.drugs.com/baclofen.html,,2197,24182,DAP000257
DB00182,Amphetamine,300-62-9,SmallMoleculeDrug,C07514,D07445,3007,46506414,132233,PA448408,,,,,8300; 8309; 22635,http://www.rxlist.com/cgi/generic/adderallxr.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/add1008.shtml,Amphetamine,http://www.drugs.com/amphetamine.html,,13852819,50005246,DAP001146
DB00183,Pentagastrin,5534-95-2,SmallMoleculeDrug,,D01631,,,31974,PA450849,,,,,2659,,,Pentagastrin,,,8029364,50024321,DNC001170
DB00184,Nicotine,54-11-5,SmallMoleculeDrug,C00745,D03365,,,17688,PA450626,NCT,,,,4365,http://www.rxlist.com/cgi/generic2/nicotini.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/nic1292.shtml,Nicotine,http://www.drugs.com/nicotine.html,,80863,82070,DAP000175
DB00185,Cevimeline,107233-08-9,SmallMoleculeDrug,,D00661,25137844,46507202,3568,PA164754754,,,,,"",http://www.rxlist.com/cgi/generic/cevimeline.htm,,Cevimeline,http://www.drugs.com/cdi/cevimeline.html,,21864737,,DAP000075
DB00186,Lorazepam,846-49-1,SmallMoleculeDrug,,D00365,3958,46508468,6539,PA450267,,,,,2300,http://www.rxlist.com/cgi/generic/loraz.htm,,Lorazepam,http://www.drugs.com/lorazepam.html,,3821,50292627,DAP000237
DB00187,Esmolol,81147-92-4,SmallMoleculeDrug,C06980,D07916,59768,46506146,88206,PA449500,,,,,20260,http://www.rxlist.com/cgi/generic3/esmolol.htm,,Esmolol,http://www.drugs.com/cdi/esmolol.html,,53916,50404796,DAP000304
DB00188,Bortezomib,179324-69-7,SmallMoleculeDrug,,D03150,,,52717,PA10252,BO2,,,,13053,http://www.rxlist.com/cgi/generic3/velcade.htm,,Bortezomib,http://www.drugs.com/cdi/bortezomib.html,,343402,50069989,DAP001318
DB00189,Ethchlorvynol,113-18-8,SmallMoleculeDrug,C07833,D00704,5281077,46505006,4882,PA164746383,,,,,6015,,,Ethchlorvynol,http://www.drugs.com/cons/ethchlorvynol.html,,4444534,,DAP000163
DB00190,Carbidopa,28860-95-9,SmallMoleculeDrug,,D00558,,,39585,PA448794,142,,,,2370,http://www.rxlist.com/cgi/generic/sinemet.htm,,Carbidopa,http://www.drugs.com/cdi/carbidopa.html,,31640,50418773,DAP000592
DB00191,Phentermine,122-09-8,SmallMoleculeDrug,C07438,D05458,4771,46508515,8080,PA164748099,,,,,20320; 8289,http://www.rxlist.com/cgi/generic/phenterm.htm,,Phentermine,http://www.drugs.com/phentermine.html,,4607,50246598,DAP000719
DB00192,Indecainide,74517-78-5,SmallMoleculeDrug,,,52195,46506714,135314,PA164754881,,,,,"",,,Indecainide,,,47194,,DAP000503
DB00193,Tramadol,27203-92-5,SmallMoleculeDrug,C07153,D08623,33741,46506256,75725,PA451735,,,,,13904,http://www.rxlist.com/cgi/generic/tramadol.htm,,Tramadol,http://www.drugs.com/tramadol.html,,31105,50176259,DAP000140
DB00194,Vidarabine,24356-66-9,SmallMoleculeDrug,C07195,D00406,21704,46506630,45327,PA451876,RAB,,,,"",http://www.rxlist.com/cgi/generic3/vidarabine.htm,,Vidarabine,http://www.drugs.com/mtm/vidarabine-ophthalmic.html,,20400,50144936,DAP000642
DB00195,Betaxolol,63659-18-7,SmallMoleculeDrug,C06849,,2369,46506041,3082,PA448611,,,,,11219,http://www.rxlist.com/cgi/generic3/betaxolol.htm,,Betaxolol,http://www.drugs.com/cdi/betaxolol-drops.html,,2279,50405521,DAP000305
DB00196,Fluconazole,86386-73-4,SmallMoleculeDrug,,D00322,3365,46505735,46081,PA449653,TPF,,,,1204,http://www.rxlist.com/cgi/generic/flucon.htm,,Fluconazole,http://www.drugs.com/cdi/fluconazole.html,,3248,25817,DAP000628
DB00198,Oseltamivir,196618-13-0,SmallMoleculeDrug,C08092,D00900,65028,46507602,7798,PA450721,,,,,11956,http://www.rxlist.com/cgi/generic3/oseltamiv.htm,,Oseltamivir,http://www.drugs.com/oseltamivir.html,,58540,5025,DAP000714
DB00199,Erythromycin,114-07-8,SmallMoleculeDrug,C01912,D00140,12560,46508487,42355,PA449493,ERY,,,,8618; 8612; 8609,http://www.rxlist.com/cgi/generic/erithrom.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ery1163.shtml,Erythromycin,http://www.drugs.com/cdi/erythromycin-ointment.html,,12041,50344942,DAP000111
DB00200,Hydroxocobalamin,13422-51-0,SmallMoleculeDrug,C08230,D01027,5460373,46505751,27786,PA164768689,,,,,4971,http://www.rxlist.com/cgi/generic/cyanokit.htm,,Hydroxocobalamin,http://www.drugs.com/cdi/hydroxocobalamin.html,,21403074,,DAP001336
DB00201,Caffeine,58-08-2,SmallMoleculeDrug,C07481,D00528,2519,46506408,27732,PA448710,CFF,,,,9358; 9357,http://www.rxlist.com/cgi/generic3/caffeine.htm,,Caffeine,http://www.drugs.com/caffeine.html,,2424,10849,DAP000099
DB00202,Succinylcholine,306-40-1,SmallMoleculeDrug,C07546,,5314,46506023,45652,PA451522,SCK,,,,8833,http://www.rxlist.com/cgi/generic2/succinyl.htm,,Succinylcholine,http://www.drugs.com/cdi/succinylcholine.html,,5123,50061568,DAP001132
DB00203,Sildenafil,139755-83-2,SmallMoleculeDrug,C07259,D02229,5212,46508371,9139,PA451346,VIA,,,,11854,http://www.rxlist.com/cgi/generic/viagra.htm,http://www.pdrhealth.com/drugs/rx/rx-mono.aspx?contentFileName=via1479.html&contentName=Viagra&contentId=818,Sildenafil,http://www.drugs.com/cdi/sildenafil.html,,5023,14390,DAP000614
DB00204,Dofetilide,115256-11-6,SmallMoleculeDrug,C07751,D00647,71329,46509127,4681,PA449389,,,,,"",http://www.rxlist.com/cgi/generic2/dofetilide.htm,,Dofetilide,http://www.drugs.com/cdi/dofetilide.html,,64435,50031720,DAP000495
DB00205,Pyrimethamine,58-14-0,SmallMoleculeDrug,C07391,D00488,4993,46505987,8673,PA451193,CP6,,,,5918,http://www.rxlist.com/cgi/generic/pyrime.htm,,Pyrimethamine,http://www.drugs.com/cdi/pyrimethamine.html,,4819,18512,DAP000633
DB00206,Reserpine,50-55-5,SmallMoleculeDrug,C06539,D00197,5770,46505863,28487,PA451236,,,,,9025,,,Reserpine,http://www.drugs.com/cdi/reserpine.html,,5566,50017712,DAP000755
DB00207,Azithromycin,83905-01-5,SmallMoleculeDrug,C06838,,447043,46507743,2955,PA448519,ZIT,,,,424,http://www.rxlist.com/cgi/generic/zithromax.htm,,Azithromycin,http://www.drugs.com/cdi/azithromycin-drops.html,,10482163,50373918,DNC001539
DB00208,Ticlopidine,55142-85-3,SmallMoleculeDrug,C07140,,5472,46504438,9588,PA451686,TIC,,,,945,http://www.rxlist.com/cgi/generic/ticlop.htm,,Ticlopidine,http://www.drugs.com/cdi/ticlopidine.html,,5273,85509,DAP000723
DB00209,Trospium,47608-32-2,SmallMoleculeDrug,,D01103,,,32270,PA164748976,,,,,17368,http://www.rxlist.com/cgi/generic/sanctura.htm,,Trospium,http://www.drugs.com/cdi/trospium.html,,10482307,,DAP000342
DB00210,Adapalene,106685-40-9,SmallMoleculeDrug,,D01112,60164,46505019,31174,PA448047,,,,,224,http://www.rxlist.com/cgi/generic3/adapalene.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/dif1134.shtml,Adapalene,http://www.drugs.com/cdi/adapalene-cream.html,,54244,50048280,DAP000115
DB00211,Midodrine,42794-76-3,SmallMoleculeDrug,C07890,,4195,46507373,6933,PA164749381,,,,,918,http://www.rxlist.com/cgi/generic3/midodrine.htm,,Midodrine,http://www.drugs.com/cdi/midodrine.html,,4050,,DAP000229
DB00212,Remikiren,126222-34-2,SmallMoleculeDrug,C07465,,,,,PA164774779,REM,,,,"",,,Remikiren,,,4884377,50077669,DAP001220
DB00213,Pantoprazole,102625-70-7,SmallMoleculeDrug,C11806,D05353,4679,46504622,7915,PA450774,,,,,11086,http://www.rxlist.com/cgi/generic3/protonix.htm,,Pantoprazole,http://www.drugs.com/cdi/pantoprazole.html,,4517,50241342,DAP000724
DB00214,Torasemide,56211-40-6,SmallMoleculeDrug,,D00382,41781,46504760,9637,PA451733,,,,,286,http://www.rxlist.com/cgi/generic/demadex.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/dem1634.shtml,Torasemide,,,38123,64107,DAP000745
DB00215,Citalopram,59729-33-8,SmallMoleculeDrug,C07572,D07704,2771,46508746,77397,PA449015,,,,,11847,http://www.rxlist.com/cgi/generic/citalo.htm,,Citalopram,http://www.drugs.com/citalopram.html,,2669,25870,DAP000118
DB00216,Eletriptan,143322-58-1,SmallMoleculeDrug,,D01973,77993,46506380,50922,PA134687947,,,,,13346,http://www.rxlist.com/cgi/generic3/relpax.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/rel1663.shtml,Eletriptan,http://www.drugs.com/cdi/eletriptan.html,,70379,50103594,DAP000008
DB00217,Bethanidine,55-73-2,SmallMoleculeDrug,,D01603,2368,46507605,37937,PA164743235,,,,,"",,,,,,2278,,DAP000047
DB00218,Moxifloxacin,151096-09-2,SmallMoleculeDrug,C07663,D08237,152946,46508509,63611,PA450555,MFX,,,,12034,http://www.rxlist.com/cgi/generic3/vigamox.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ave1540.shtml,Moxifloxacin,http://www.drugs.com/cdi/moxifloxacin-drops.html,,134802,50366824,DAP000158
DB00219,Oxyphenonium,14214-84-7,SmallMoleculeDrug,,,5749,46508840,94329,PA164752252,,,,,"",,,,,,5547,,DAP001124
DB00220,Nelfinavir,159989-64-7,SmallMoleculeDrug,C07257,D08259,64143,46507719,7496,PA450606,1UN,,,,11789,http://www.rxlist.com/cgi/generic2/nelfin.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/vir1483.shtml,Nelfinavir,http://www.drugs.com/cdi/nelfinavir.html,,57718,518,DAP000705
DB00221,Isoetarine,79490-84-9,SmallMoleculeDrug,C07053,D04625,3762,46505384,6005,PA450103,,,,,"",,,Isoetharine,http://www.drugs.com/mtm/isoetharine-inhalation.html,,3630,52083,DAP000935
DB00222,Glimepiride,93479-97-1,SmallMoleculeDrug,C07669,D00593,,,5383,PA449761,,,,,12597,http://www.rxlist.com/cgi/generic/glimepiride.htm,,Glimepiride,http://www.drugs.com/cdi/glimepiride.html,,16740595,,DAP000132
DB00223,Diflorasone,2557-49-5,SmallMoleculeDrug,,D01327,71415,46504519,59750,PA164749408,,,,,2049,http://www.rxlist.com/cgi/generic/diflorasone.htm,,Diflorasone,http://www.drugs.com/cdi/diflorasone-diacetate-cream.html,,64505,,DAP001184
DB00224,Indinavir,150378-17-9,SmallMoleculeDrug,C07051,,,,44032,PA449977,MK1,,,,11269,http://www.rxlist.com/cgi/generic2/indinav.htm,,Indinavir,http://www.drugs.com/cdi/indinavir.html,,4515036,517,DAP000168
DB00225,Gadodiamide,131410-48-5,SmallMoleculeDrug,,,,,37333,PA164784027,,,,,420,http://www.rxlist.com/cgi/generic3/omniscan.htm,,Gadodiamide,,,135661,,
DB00226,Guanadrel,40580-59-4,SmallMoleculeDrug,C07035,D00607,38521,46506457,5555,PA164745308,,,,,"",,,,http://www.drugs.com/mtm/guanadrel.html,,35305,,DAP000059
DB00227,Lovastatin,75330-75-5,SmallMoleculeDrug,C07074,D00359,53232,46508223,40303,PA450272,803,,,,1290,http://www.rxlist.com/cgi/generic3/altocor.htm,,Lovastatin,http://www.drugs.com/cdi/lovastatin.html,,48085,34168,DAP000551
DB00228,Enflurane,13838-16-9,SmallMoleculeDrug,C07516,D00543,3226,46505314,4792,PA449461,,,,,2425,,,Enflurane,,,3113,,DAP000799
DB00229,Cefotiam,61622-34-2,SmallMoleculeDrug,,D01819,43708,46506679,355510,PA164749298,,,,,"",,,Cefotiam,,,39831,,DAP001177
DB00230,Pregabalin,148553-50-8,SmallMoleculeDrug,,D02716,5486971,46504934,64356,PA164754814,,,,,15568,http://www.rxlist.com/cgi/generic/lyrica.htm,,Pregabalin,http://www.drugs.com/cdi/pregabalin.html,,4589156,50164279,DAP001264
DB00231,Temazepam,846-50-4,SmallMoleculeDrug,C07125,D00370,5391,46506604,9435,PA451608,,,,,2014,http://www.rxlist.com/cgi/generic/temaz.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/res1373.shtml,Temazepam,http://www.drugs.com/temazepam.html,,5198,50408032,DAP000238
DB00232,Methyclothiazide,135-07-9,SmallMoleculeDrug,C07765,D00656,4121,46509197,6847,PA164748094,,,,,10199,http://www.rxlist.com/cgi/generic3/methyclothiazide.htm,,,http://www.drugs.com/cdi/methyclothiazide.html,,3978,,DAP000746
DB00233,Aminosalicylic Acid,65-49-6,SmallMoleculeDrug,C02518,D00162,4649,46505572,27565,PA448382,BHA,,,,6620,http://www.rxlist.com/cgi/generic2/paser.htm,,4-Aminosalicylic_acid,http://www.drugs.com/cdi/aminosalicylic-acid-controlled-release-granules-packet.html,,4488,48319,
